5 47.3716999 8.535599
47.3706203 8.5354738 /home/noha/Documents/UniversityofFreiburg/MasterThesis/TestRun/im_47.3706203,8.5354738.png art
47.3720546 8.5351289 /home/noha/Documents/UniversityofFreiburg/MasterThesis/TestRun/im_47.3720546,8.5351289.png Sihlporte
47.372721 8.5348071 /home/noha/Documents/UniversityofFreiburg/MasterThesis/TestRun/im_47.372721,8.5348071.png marie
47.3734917 8.5370757 /home/noha/Documents/UniversityofFreiburg/MasterThesis/TestRun/im_47.3734917,8.5370757.png infinity
47.37366 8.5370498 /home/noha/Documents/UniversityofFreiburg/MasterThesis/TestRun/im_47.37366,8.5370498.png hotel+seidenhof
